Nama Jurnal,ISSN,SJR,H-Index,Bidang Ilmu,Quartil
Revista Latinoamericana de Herpetologia,25942158,0.198,6,Animal Science and Zoology,Q4
Revue des Maladies Respiratoires,17762588,0.198,34,Pulmonary and Respiratory Medicine,Q4
Revue d'Histoire des Textes,03736075,0.198,8,Literature and Literary Theory,Q1
"SICE Journal of Control, Measurement, and System Integration",18849970,0.198,7,Computer Science,Q4
South Asian Review,02759527,0.198,5,Literature and Literary Theory,Q1
Style,00394238,0.198,26,Literature and Literary Theory,Q1
Text and Performance Quarterly,10462937,0.198,37,Literature and Literary Theory,Q1
Tourism in Marine Environments,1544273X,0.198,26,"Geography, Planning and Development",Q3
Tunisie Medicale,00414131,0.198,22,Medicine,Q4
Universum,0716498X,0.198,15,Arts and Humanities,Q2
World Journal of English Language,19250711,0.198,10,Literature and Literary Theory,Q1
Acta Crystallographica Section E: Crystallographic Communications,20569890,0.197,20,Chemistry,Q4
Acta Mathematica Universitatis Comenianae,13360310,0.197,21,Mathematics,Q4
American Entomologist,21559902,0.197,48,"Ecology, Evolution, Behavior and Systematics",Q4
Anuario de Psicologia,00665126,0.197,19,Psychiatry and Mental Health,Q4
"Asian Journal of Water, Environment and Pollution",09729860,0.197,20,Pollution,Q4
Bauingenieur,14364867,0.197,22,Building and Construction,Q4
Biblical Annals,20832222,0.197,4,Religious Studies,Q2
Bioscience Journal,19813163,0.197,26,Agricultural and Biological Sciences,Q3
Bulletin for International Taxation,18195490,0.197,6,Law,Q3
Bulletin of Tokyo Dental College,00408891,0.197,28,Medicine,Q4
Chaucer Review,15284204,0.197,16,Literature and Literary Theory,Q1
Chemistry and Technology of Fuels and Oils,00093092,0.197,21,Chemical Engineering,Q4
CINEJ Cinema Journal,21588724,0.197,4,Cultural Studies,Q2
Crop Research,09704884,0.197,6,Forestry,Q3
Current Organocatalysis,22133372,0.197,18,Analytical Chemistry,Q4
Dalian Haishi Daxue Xuebao/Journal of Dalian Maritime University,10067736,0.197,14,Engineering,Q3
Dusunen Adam - The Journal of Psychiatry and Neurological Sciences,13095749,0.197,21,Neurology,Q4
European History Quarterly,14617110,0.197,22,Cultural Studies,Q2
Gaoya Wuli Xuebao/Chinese Journal of High Pressure Physics,10005773,0.197,18,Condensed Matter Physics,Q4
Human Ecology Review,10744827,0.197,49,"Geography, Planning and Development",Q3
"IEEE International Ultrasonics Symposium, IUS",19485727,0.197,63,Acoustics and Ultrasonics,-
Ilahiyat Studies,13091786,0.197,4,Cultural Studies,Q2
Indonesian Journal of Socio-Legal Studies,28082591,0.197,4,Arts and Humanities,Q2
Insight Turkey,1302177X,0.197,27,Political Science and International Relations,Q3
"International Conference Recent Advances in Natural Language Processing, RANLP",13138502,0.197,39,Artificial Intelligence,-
International Journal of Ambient Computing and Intelligence,19416245,0.197,27,Software,Q4
International Journal of Artificial Intelligence,09740635,0.197,33,Artificial Intelligence,Q4
International Journal of Business Data Communications and Networking,15480631,0.197,15,Computer Networks and Communications,Q4
International Journal of Computational Biology and Drug Design,17560764,0.197,17,Computer Science Applications,Q4
International Journal of Computer Information Systems and Industrial Management Applications,21507988,0.197,13,Artificial Intelligence,Q4
International Journal of Innovative Research and Scientific Studies,26176548,0.197,12,Multidisciplinary,Q3
International Journal of Pluralism and Economics Education,17575656,0.197,6,"Economics, Econometrics and Finance",Q3
International Journal of Self-Propagating High-Temperature Synthesis,10613862,0.197,21,Materials Science,Q4
International Shipbuilding Progress,15662829,0.197,31,Mechanical Engineering,Q4
Investigative Magnetic Resonance Imaging,23841109,0.197,9,"Radiology, Nuclear Medicine and Imaging",Q4
Iranian Rehabilitation Journal,17353602,0.197,15,Rehabilitation,Q3
Jokull,04490576,0.197,14,Earth and Planetary Sciences,Q4
Journal of Argumentation in Context,22114742,0.197,11,Linguistics and Language,Q2
Journal of Excipients and Food Chemicals,21502668,0.197,18,Pharmaceutical Science,Q3
Journal of Globalization Studies,20758103,0.197,8,"Geography, Planning and Development",Q3
Journal of Information Hiding and Multimedia Signal Processing,20734239,0.197,31,Computer Vision and Pattern Recognition,Q4
Journal of Information Technology Management,20085893,0.197,17,Information Systems and Management,Q3
Journal of Mechanical Engineering,18235514,0.197,19,Mechanical Engineering,Q4
Journal of Plastic and Pathology Dermatology,20350686,0.197,10,Dermatology,Q3
Journal of Southeast Asian Human Rights,25992147,0.197,7,Law,Q3
Medicina (Buenos Aires),16699106,0.197,36,Medicine,Q4
Microwave Review,14505835,0.197,8,Law,Q3
New German Critique,15581462,0.197,18,Arts and Humanities,Q2
NTT Technical Review,13483447,0.197,18,Computer Networks and Communications,Q4
Pakistan Journal of Nematology,23131942,0.197,7,Agronomy and Crop Science,Q4
Pan-Pacific Entomologist,00310603,0.197,23,Insect Science,Q4
PCIM Europe Conference Proceedings,21913358,0.197,20,Electrical and Electronic Engineering,-
Perfiles Educativos,01852698,0.197,20,Education,Q4
Platform,18365132,0.197,10,Cultural Studies,Q2
Portuguese Journal of Social Science,17589509,0.197,15,Social Sciences,Q3
"Proceedings - Asia-Pacific Software Engineering Conference, APSEC",15301362,0.197,41,Engineering,-
Register: Jurnal Ilmiah Teknologi Sistem Informasi,25023357,0.197,9,Information Systems and Management,Q3
Relations Industrielles,0034379X,0.197,33,Social Sciences,Q3
Revista Brasileira de Seguranca Publica,19811659,0.197,3,Law,Q3
Revista Colombiana de Entomologia,01200488,0.197,23,Insect Science,Q4
Revista de Psicologia del Deporte,19885636,0.197,36,Applied Psychology,Q4
Revue de l'Entrepreneuriat,17662524,0.197,2,"Business, Management and Accounting",Q4
SEG Technical Program Expanded Abstracts,10523812,0.197,75,Geophysics,-
Ship Building of China,10004882,0.197,12,Mechanical Engineering,Q4
Southwestern Naturalist,00384909,0.197,36,"Ecology, Evolution, Behavior and Systematics",Q4
Transactions of the South African Institute of Electrical Engineers,00382221,0.197,14,Electrical and Electronic Engineering,Q4
Turk Kulturu ve Haci Bektas Veli - Arastirma Dergisi,13068253,0.197,9,Arts and Humanities,Q2
WSEAS Transactions on Information Science and Applications,17900832,0.197,22,Computer Science Applications,Q4
Xi'an Dianzi Keji Daxue Xuebao/Journal of Xidian University,10012400,0.197,19,Computer Science Applications,Q4
Zbornik radova Ekonomskog fakulteta u Rijeci / Proceedings of Rijeka Faculty of Economics,18467520,0.197,20,Business and International Management,Q4
Acta Geographica Universitatis Comenianae,13386034,0.196,4,"Geography, Planning and Development",Q3
"Acta Musei Moraviae, Scientiae Geologicae",12118796,0.196,3,Earth and Planetary Sciences,Q4
Acta Mycologica,2353074X,0.196,10,"Ecology, Evolution, Behavior and Systematics",Q4
Adolescent Psychiatry,22106766,0.196,6,"Pediatrics, Perinatology and Child Health",Q3
Adverse Drug Reaction Bulletin,21597774,0.196,8,Pharmacology,Q4
American Journal of Islam and Society,26903733,0.196,3,Cultural Studies,Q2
Azerbaijan Medical Journal,00052523,0.196,8,Medicine,Q4
Biotropia,02156334,0.196,15,Agricultural and Biological Sciences,Q3
Blasting,1001487X,0.196,7,Chemical Engineering,Q4
Boletim do Instituto de Pesca,16782305,0.196,22,Animal Science and Zoology,Q4
Bulletin of the Polish Academy of Sciences. Mathematics,02397269,0.196,4,Mathematics,Q4
Canadian Journal of Latin American and Caribbean Studies,08263663,0.196,16,"Geography, Planning and Development",Q3
Case Reports in Anesthesiology,20906390,0.196,8,Anesthesiology and Pain Medicine,Q3
China Quarterly of International Strategic Studies,23777400,0.196,14,Political Science and International Relations,Q3
Chinese Journal of Obstetrics and Gynecology,0529567X,0.196,25,Obstetrics and Gynecology,Q3
Chinese Journal of Reparative and Reconstructive Surgery,10021892,0.196,16,Medicine,Q4
Christian Journal for Global Health,21672415,0.196,4,Health Policy,Q4
Clinical Practice and Cases in Emergency Medicine,2474252X,0.196,9,Emergency Medicine,Q3
Dileme: Razprave o Vprasanjih Sodobne slovenske Zgodovine,25911201,0.196,2,History,Q2
EPiC Series in Computing,23987340,0.196,16,Computer Science,-
Europa XXI,14297132,0.196,8,"Geography, Planning and Development",Q3
Fizicna Reabilitacia ta Rekreacijno-Ozdorovci Tehnologii,25221914,0.196,5,Occupational Therapy,Q3
Folia Onomastica Croatica,13300695,0.196,6,Linguistics and Language,Q2
Hepatitis Monthly,17353408,0.196,48,Hepatology,Q4
IEEE Electromagnetic Compatibility Magazine,21622264,0.196,23,Computer Networks and Communications,Q4
Image Analysis and Stereology,15803139,0.196,31,Acoustics and Ultrasonics,Q4
Infektsionnye Bolezni,17299225,0.196,11,Epidemiology,Q4
"International Conference on Enterprise Information Systems, ICEIS - Proceedings",21844992,0.196,10,Computer Science Applications,-
International Journal of Computer Networks and Communications,09752293,0.196,16,Computer Networks and Communications,Q4
International Journal of Emergency Management,17415071,0.196,28,Emergency Medicine,Q3
International Journal on Informatics Visualization,25499904,0.196,18,Information Systems and Management,Q3
Investigaciones de Historia Economica,23403373,0.196,15,History,Q2
Iranian Journal of Electrical and Electronic Engineering,17352827,0.196,19,Electrical and Electronic Engineering,Q4
Jinshu Rechuli/Heat Treatment of Metals,02546051,0.196,19,Industrial and Manufacturing Engineering,Q3
Journal for the History of Astronomy,00218286,0.196,20,Arts and Humanities,Q2
Journal of Agricultural Sciences - Sri Lanka,13919318,0.196,10,Agricultural and Biological Sciences,Q3
Journal of Applied Optics,10022082,0.196,14,"Atomic and Molecular Physics, and Optics",Q4
Journal of Chemical Technology and Metallurgy,13147978,0.196,30,Industrial and Manufacturing Engineering,Q3
Journal of Computational Technologies,2313691X,0.196,5,Applied Mathematics,Q4
Journal of Condensed Matter Nuclear Science,22273123,0.196,10,"Atomic and Molecular Physics, and Optics",Q4
Journal of Family and Reproductive Health,17358949,0.196,8,Family Practice,Q3
Journal of Portuguese Linguistics,23975563,0.196,5,Linguistics and Language,Q2
Journal of Regional Security,2217995X,0.196,9,Political Science and International Relations,Q3
Journal of Rural Development,09703357,0.196,11,Development,Q4
Journal of Skyscape Archaeology,20553498,0.196,4,Archeology,Q2
Journal of Social History,15271897,0.196,44,History,Q2
Journal of Visual Theology,27131610,0.196,3,Religious Studies,Q2
Korean Journal of Food Science and Technology,03676293,0.196,24,Applied Microbiology and Biotechnology,Q4
Lexis (Peru),02549239,0.196,8,Literature and Literary Theory,Q1
Light and Engineering,02362945,0.196,14,Electrical and Electronic Engineering,Q4
Medicine (United Kingdom),18789390,0.196,33,Medicine,Q4
Moderna Arhivistika,25910884,0.196,2,Library and Information Sciences,Q3
Neural Network World,23364335,0.196,30,Artificial Intelligence,Q4
Ortopedia Traumatologia Rehabilitacja,20844336,0.196,27,Rehabilitation,Q3
Palaeobulgarica,26032899,0.196,4,History,Q2
Physics of Atomic Nuclei,10637788,0.196,51,"Atomic and Molecular Physics, and Optics",Q4
Physikalische Medizin Rehabilitationsmedizin Kurortmedizin,1439085X,0.196,20,Rehabilitation,Q3
Polis (Italy),11209488,0.196,15,Sociology and Political Science,Q3
Politics in Central Europe,18013422,0.196,13,Political Science and International Relations,Q3
Post-Medieval Archaeology,17458137,0.196,16,Archeology,Q2
Publications de l'Institut Mathematique,03501302,0.196,20,Mathematics,Q4
Purushartha,0975024X,0.196,7,Philosophy,Q2
Queen Mary Journal of Intellectual Property,20459815,0.196,10,Law,Q3
Revista Espanola de Investigacion Criminologica,16969219,0.196,6,Law,Q3
Rivista di Matematica della Universita di Parma,00356298,0.196,11,Mathematics,Q4
WSEAS Transactions on Environment and Development,17905079,0.196,27,"Geography, Planning and Development",Q3
Yearbook of Polar Law,18768814,0.196,11,Law,Q3
ACM Communications in Computer Algebra,19322232,0.195,13,Computational Mathematics,Q4
Acta Medica Lituanica,13920138,0.195,9,Medicine,Q4
Acta of Bioengineering and Biomechanics,1509409X,0.195,35,Bioengineering,Q4
Annals of Cancer Research and Therapy,13446835,0.195,7,Cancer Research,Q4
Asian Ethnology,18826865,0.195,17,Literature and Literary Theory,Q1
Australian Slavonic and East European Studies,08188149,0.195,4,Literature and Literary Theory,Q1
Balkanistic Forum,13103970,0.195,3,Literature and Literary Theory,Q1
Bridge Structures,15732487,0.195,19,Building and Construction,Q4
Bulletin of Mathematical Analysis and Applications,18211291,0.195,6,Analysis,Q4
Chasqui,01458973,0.195,8,Literature and Literary Theory,Q1
Colombia Internacional,19006004,0.195,17,History,Q2
Comunicacion y Medios,07163991,0.195,5,Linguistics and Language,Q2
Contemporary Education Dialogue,09731849,0.195,11,Education,Q4
Corporate Governance and Sustainability Review,2519898X,0.195,5,Accounting,Q4
Cuadernos de Estudios del Siglo XVIII,26970643,0.195,2,Literature and Literary Theory,Q1
Current Materials Science,26661462,0.195,18,Materials Science,Q4
Current Nanomedicine,24681881,0.195,9,Bioengineering,Q4
Discrete Mathematics and Applications,15693929,0.195,16,Applied Mathematics,Q4
Doklady Physical Chemistry,00125016,0.195,26,Physical and Theoretical Chemistry,Q4
Eurasian Journal of Medicine and Oncology,2587196X,0.195,14,Internal Medicine,Q3
Ferroelectrics,00150193,0.195,65,Condensed Matter Physics,Q4
Freshwater Crayfish,20764324,0.195,14,Aquatic Science,Q4
Fruits,1625967X,0.195,40,Agronomy and Crop Science,Q4
Grazer Philosophische Studien,01659227,0.195,15,Philosophy,Q2
Historia Ecclesiastica,13384341,0.195,5,History,Q2
Historicky Casopis,00182575,0.195,5,History,Q2
Indian Journal of Chemical Technology,0971457X,0.195,45,Chemical Engineering,Q4
Indian Journal of Nuclear Medicine,09740244,0.195,20,"Radiology, Nuclear Medicine and Imaging",Q4
International Journal of Child Health and Nutrition,19294247,0.195,5,Maternity and Midwifery,Q3
International Journal of E-Entrepreneurship and Innovation,19478585,0.195,7,Law,Q3
International Journal of Embedded Systems,17411076,0.195,20,Hardware and Architecture,Q4
International Journal of Environment and Pollution,09574352,0.195,50,"Management, Monitoring, Policy and Law",Q4
International Journal of Public Sector Performance Management,17411041,0.195,15,Organizational Behavior and Human Resource Management,Q4
Iranian Journal of Mathematical Sciences and Informatics,20089473,0.195,14,Mathematics,Q4
Journal of Advanced Veterinary Research,20906269,0.195,10,Veterinary,Q3
Journal of Applied Mathematics and Informatics,27341194,0.195,8,Analysis,Q4
Journal of Asian American Studies,10968598,0.195,7,Arts and Humanities,Q2
Journal of Chiropractic Humanities,15563499,0.195,15,Chiropractics,Q3
Journal of Contemporary Archaeology,20513437,0.195,16,Archeology,Q2
Journal of Governance and Regulation,23066784,0.195,12,Business and International Management,Q4
Journal of Information Science Theory and Practice,22879099,0.195,9,Library and Information Sciences,Q3
Journal of Magnetics,12261750,0.195,21,Condensed Matter Physics,Q4
Journal of the Hellenic Veterinary Medical Society,17922720,0.195,15,Veterinary,Q3
Kamchatka,23401869,0.195,5,Literature and Literary Theory,Q1
Kesmas: Jurnal Kesehatan Masyarakat Nasional,24600601,0.195,12,Epidemiology,Q4
Libyan Studies,02637189,0.195,10,Cultural Studies,Q2
Neuropsychiatria i Neuropsychologia,18966764,0.195,9,Behavioral Neuroscience,Q4
North African Journal of Food and Nutrition Research,25881582,0.195,4,Agricultural and Biological Sciences,Q3
Progress in Nutrition,11298723,0.195,24,Food Science,Q4
Psychologie du Travail et des Organisations,14202530,0.195,12,Human Factors and Ergonomics,Q4
